# Type, Name, Class_ID, Sizeof, Value, C_Type, C_Format, Hidden, Description, Min_Value, Max_Value, Permissions (Read|Write|Set-by-create), Mandatory (Mandatory|Optional), Operations (Create|Delete|Set|Get|get-Next|Test|Reboot|stArt-download|downLoad-section|End-download|activate-Image|coMmit-image|sYnchronize-time)
        value, auto_selection,,,2,,,,,,,,,
    attribute, pause_time,,2,, int, %u,, Pause time,,, RW, O,
    attribute, bridged_or_ip_ind,,1,, enum,,, Bridged or IP ind,,, RW,O,
        value, bridged,,,0,,,,,,,,,
        value, ip_router,,,1,,,,,,,,,
        value, dependency_on_parent_ckt_pack,,,2,,,,,,,,,
    attribute, arc,,1,, int, %u,, ARC,,, RW, O,
    attribute, arc_interval,,1,, int, %u,, ARC interval,,, RW, O,
    attribute, pppoe_filter,,1,, int, %u,, PPPoE filter,,, RW, O,
    attribute, power_control,,1,, int, %u,, Power control,,, RW, O,
me, virtual_eth_intf_point,329,,,,,, Virtual Ethernet Interface Point,,,,, SG
    attribute, admin_state,,1,, enum,,, Admin state,,, RW,M,
        value, unlock,,,0,,,,,,,,,
        value, lock,,,1,,,,,,,,,
    attribute, oper_state,,1,, enum,,, Operational state,,, R,O,
        value, enabled,,,0,,,,,,,,,
        value, disabled,,,1,,,,,,,,,
    attribute, interdomain_name,,25,, bytes,,, Interdomain Name,,, RW,O,
    attribute, tcp_udp_ptr,,2,, int, %u,, TCP/UDP pointer,,, RW, O,
    attribute, iana_assigned_port,,2,, int, %u,, IANA Assigned port,,, R, M,
me, onu_data,2,,,,,,ONU data,,,,, SGR
    attribute, mib_data_sync,,1,, int, %u,,,,, RW, M,
me, onu_g,256,,,,,,ONU-G (9.1.1),,,,, SGY
    attribute, vendor_id,,4,, int, %u,, 4 MS bytes of ONU serial number,,, R, M,
    attribute, version,,14,, bytes,,, ONU version string by the vendor,,, R, M,
    attribute, serial_number,,8,, bytes,,, Serial number,,, R, M,
    attribute, traffic_management,,1,, enum,,,,,, R, M,
        value, priority,,,0,,,,,,,,,
        value, rate,,,1,,,,,,,,,
        value, priority_and_rate,,,2,,,,,,,,,
    attribute, deprecated0,,1,, int,, hidden,,,, R, O,
    attribute, battery_backup,,1,, int,,,,,, RW, M,
    attribute, admin_state,,1,, enum,,,,,, RW, M,
        value, unlock,,,0,,,,,,,,,
        value, lock,,,1,,,,,,,,,
    attribute, oper_state,,1,, enum,,,,,, R, O,
        value, enabled,,,0,,,,,,,,,
        value, disabled,,,1,,,,,,,,,
    attribute, survival_time,,1,, int,,,,,, R, O,
    attribute, logical_onu_id,,24,, bytes,,,,,, R, O,
    attribute, logical_password,,12,, bytes,,,,,, R, O,
    attribute, credentials_status,,1,, enum,,,,,, RW, O,
        value, initial_state,,,0,,,,,,,,,
        value, successful_authentication,,,1,,,,,,,,,
        value, loid_error,,,2,,,,,,,,,
        value, password_error,,,3,,,,,,,,,
        value, duplicate_loid,,,4,,,,,,,,,
    attribute, extended_tc_options,,2,,int, %x,,,,, R, O,
me, onu2_g,257,,,,,,ONU2-G (9.1.2),,,,, SG
    attribute, equipment_id,,20,, bytes, ,,,,, R, O,
    attribute, omcc_version,,1,, enum,,,,,, R, M,
        value, baseline_2004,,,128,,,,,,,,,
        value, baseline_2004_amd1,,,129,,,,,,,,,
        value, baseline_2004_amd2,,,130,,,,,,,,,
        value, baseline_2004_amd3,,,131,,,,,,,,,
        value, baseline_2008,,,132,,,,,,,,,
        value, baseline_2008_amd1,,,133,,,,,,,,,
        value, baseline_2008_amd2,,,134,,,,,,,,,
        value, baseline_and_extended_2008_amd2,,,150,,,,,,,,,
        value, baseline_2010,,,160,,,,,,,,,
        value, baseline_amd1,,,161,,,,,,,,,
        value, baseline_amd2,,,162,,,,,,,,,
        value, baseline_2012,,,163,,,,,,,,,
        value, baseline_and_extended_2010,,,176,,,,,,,,,
        value, baseline_and_extended_amd1,,,177,,,,,,,,,
        value, baseline_and_extended_amd2,,,178,,,,,,,,,
        value, baseline_and_extended_2012,,,179,,,,,,,,,
        value, baseline_and_extended_2014,,,180,,,,,,,,,
    attribute, vendor_product_code,,2,,int, %x,,,,, R, O,
    attribute, security_capability,,1,, enum,,,,,, R, M,
        value, aes_128,,,1,,,,,,,,,
    attribute, security_mode,,1,, enum,,,,,, RW, M,
        value, aes_128,,,1,,,,,,,,,
    attribute, total_priority_queue_number,,2,, int, %u,,,,, R, M,
    attribute, total_traf_sched_number,,1,, int, %u,,,,, R, M,
    attribute, deprecated0,,1,, int, %u, hidden,,,, R, M,
    attribute, total_gem_port_number,,2,, int, %u,,,,, R, O,
    attribute, sys_up_time,,4,, int, %u,,In 10ms intervals,,, R, O,
    attribute, connectivity_capability,,2,, int, %x,,,,, R, O,
    attribute, connectivity_mode,,1,, enum,,,,,, RW, O,
        value, no_selection,,,0,,,,,,,,,
        value, n_1_bridging,,,1,,,,,,,,,
        value, 1_m_mapping,,,2,,,,,,,,,
        value, 1_p_filtering,,,3,,,,,,,,,
        value, n_m_bridge_mapping,,,4,,,,,,,,,
        value, 1_mp_map_filering,,,5,,,,,,,,,
        value, n_p_bridge_filtering,,,6,,,,,,,,,
        value, n_p_bridge_map_filtering,,,7,,,,,,,,,
    attribute, qos_config_flexibility,,2,, int, %u,,Actually it is an enum,,, R, O,
    attribute, priority_queue_scale_factor,,2,, int, %u,,,,, RW, O,
me, sw_image,7,,,,,,Software image (9.1.4),,,,,GALEIM
    attribute, version,,14,, bytes, ,,,,, R, M,
    attribute, is_committed,,1,, enum,,,,,, R, M,
        value, uncommitted,,,0,,,,,,,,,
        value, committed,,,1,,,,,,,,,
    attribute, is_active,,1,, enum,,,,,, R, M,
        value, inactive,,,0,,,,,,,,,
        value, active,,,1,,,,,,,,,
    attribute, is_valid,,1,, enum,,,,,, R, M,
        value, invalid,,,0,,,,,,,,,
        value, valid,,,1,,,,,,,,,
    attribute, product_code,,25,, bytes, ,,,,, R, O,
    attribute, image_hash,,16,, bytes, ,,,,, R, O,
me, ani_g,263,,,,,,ANI-G (9.2.1),,,,,SGT
    attribute, sr_indication,,1,, int, %u,,,,, R, M,
    attribute, total_tcont_number,,2,, int, %u,,,,, R, M,
    attribute, gem_block_length,,2,, int, %u,,,,, RW, M,
    attribute, piggy_back_dba_reporting,,1,, int, %u,,,,, R, M,
    attribute, deprecated,,1,, int, %u,,,,, R, M,
    attribute, sf_threshold,,1,, int, %u,,,,, RW, M,
    attribute, sd_threshold,,1,, int, %u,,,,, RW, M,
    attribute, arc,,1,, int, %u,,,,, RW, O,
    attribute, arc_interval,,1,, int, %u,,,,, RW, O,
    attribute, optical_signal_level,,2,, int, %u,,,,, R, O,
    attribute, lower_optical_threshold,,1,, int, %u,,,,, RW, O,
    attribute, upper_optical_threshold,,1,, int, %u,,,,, RW, O,
    attribute, onu_response_time,,2,, int, %u,,,,, R, O,
    attribute, transmit_optical_level,,2,, int, %u,,,,, R, O,
    attribute, lower_transmit_power_threshold,,1,, int, %u,,,,, RW, O,
    attribute, upper_transmit_power_threshold,,1,, int, %u,,,,, RW, O,
me, gem_port_net_ctp_pm,341,,,,,,GEM Port Network CTP PM(9.2.13),,,,,CDSG
    attribute, interval_end_time,,1,, int, %u,,,,, R, M,
    attribute, threshold_data,,2,, int, %u,,,,, RWS, M,
    attribute, tx_gem_frames,,4,, int, %u,,,,, R, M,
    attribute, rx_gem_frames,,4,, int, %u,,,,, R, M,
    attribute, rx_payload_bytes,,8,, bytes, ,,,,, R, M,
    attribute, tx_payload_bytes,,8,, bytes, ,,,,, R, M,
    attribute, encry_key_errors,,4,, int, %u,,,,, R, O,
me, eth_frame_upstream_pm,322,,,,,,ETH FRAME UPSTREAM PM(9.3.30),,,,,CDSG
    attribute, interval_end_time,,1,, int, %u,,,,, R, M,
    attribute, threshold_data,,2,, int, %u,,,,, RWS, M,
    attribute, up_drop_events,,4,, int, %u,,,,, R, M,
    attribute, up_octets,,4,, int, %u,,,,, R, M,
    attribute, up_packets,,4,, int, %u,,,,, R, M,
    attribute, up_broadcast_packets,,4,, int, %u,,,,, R, M,
    attribute, up_multicast_packets,,4,, int, %u,,,,, R, M,
    attribute, up_crc_errored_packets,,4,, int, %u,,,,, R, M,
    attribute, up_undersize_packets,,4,, int, %u,,,,, R, M,
    attribute, up_oversize_packets,,4,, int, %u,,,,, R, M,
    attribute, up_packets_64_octets,,4,, int, %u,,,,, R, M,
    attribute, up_packets_65_127_octets,,4,, int, %u,,,,, R, M,
    attribute, up_packets_128_255_octets,,4,, int, %u,,,,, R, M,
    attribute, up_packets_256_511_octets,,4,, int, %u,,,,, R, M,
    attribute, up_packets_512_1023_octets,,4,, int, %u,,,,, R, M,
    attribute, up_packets_1024_1518_octets,,4,, int, %u,,,,, R, M,
me, eth_frame_downstream_pm,321,,,,,,ETH FRAME DOWNSTREAM PM(9.3.31),,,,,CDSG
    attribute, interval_end_time,,1,, int, %u,,,,, R, M,
    attribute, threshold_data,,2,, int, %u,,,,, RWS, M,
    attribute, dn_drop_events,,4,, int, %u,,,,, R, M,
    attribute, dn_octets,,4,, int, %u,,,,, R, M,
    attribute, dn_packets,,4,, int, %u,,,,, R, M,
    attribute, dn_broadcast_packets,,4,, int, %u,,,,, R, M,
    attribute, dn_multicast_packets,,4,, int, %u,,,,, R, M,
    attribute, dn_crc_errored_packets,,4,, int, %u,,,,, R, M,
    attribute, dn_undersize_packets,,4,, int, %u,,,,, R, M,
    attribute, dn_oversize_packets,,4,, int, %u,,,,, R, M,
    attribute, dn_packets_64_octets,,4,, int, %u,,,,, R, M,
    attribute, dn_packets_65_127_octets,,4,, int, %u,,,,, R, M,
    attribute, dn_packets_128_255_octets,,4,, int, %u,,,,, R, M,
    attribute, dn_packets_256_511_octets,,4,, int, %u,,,,, R, M,
    attribute, dn_packets_512_1023_octets,,4,, int, %u,,,,, R, M,
    attribute, dn_packets_1024_1518_octets,,4,, int, %u,,,,, R, M,
me, fec_pm,312,,,,,,FEC PERFORMANCE PM DATA(9.2.9),,,,,CDSG
    attribute, interval_end_time,,1,, int, %u,,,,, R, M,
    attribute, threshold_data,,2,, int, %u,,,,, RWS, M,
    attribute, corrected_bytes,,4,, int, %u,,,,, R, M,
    attribute, corrected_code_words,,4,, int, %u,,,,, R, M,
    attribute, uncorrectable_code_words,,4,, int, %u,,,,, R, M,
    attribute, total_code_words,,4,, int, %u,,,,, R, M,
    attribute, fec_seconds,,2,, int, %u,,,,, R, M,
me, xgpon_tc_pm,344,,,,,,XG-PON TC PERFORMANCE PM DATA(9.2.15),,,,,CDSG
    attribute, interval_end_time,,1,, int, %u,,,,, R, M,
    attribute, threshold_data,,2,, int, %u,,,,, RWS, M,
    attribute, psbd_hec_error_count,,4,, int, %u,,,,, R, O,
    attribute, xgtc_hec_error_count,,4,, int, %u,,,,, R, O,
    attribute, unknown_profile_count,,4,, int, %u,,,,, R, O,
    attribute, transmitted_xgem_frames,,4,, int, %u,,,,, R, M,
    attribute, fragment_xgem_frames,,4,, int, %u,,,,, R, O,
    attribute, xgem_hec_lost_words_count,,4,, int, %u,,,,, R, O,
    attribute, xgem_key_errors,,4,, int, %u,,,,, R, M,
    attribute, xgem_hec_error_count,,4,, int, %u,,,,, R, M,
    attribute, tx_bytes_in_non_idle_xgem_frames,,8,, bytes, ,,,,, R, M,
    attribute, rx_bytes_in_non_idle_xgem_frames,,8,, bytes, ,,,,, R, O,
    attribute, lods_event_count,,4,, int, %u,,,,, R, O,
    attribute, lods_event_restored_count,,4,, int, %u,,,,, R, O,
    attribute, onu_reactivation_by_lods_events,,4,, int, %u,,,,, R, O,
me, ip_host_config_data,134,,,,,,IP Host Config Data (9.4.1),,,,, SGT
    attribute,ip_options,,1,, int, %x,,Bit map that enables/disables IP-related options,,, RW, M,
    attribute, mac_addr,,6,, bytes,,,MAC Address,,, R, M,
    attribute, onu_id,,25,, bytes,,,ONU identifier,,, RW, M,
    attribute, ip_address,,4,, int, %x,,,,, RW, M,
    attribute, mask,,4,, int, %x,,,,, RW, M,
    attribute, gateway,,4,, int, %x,,,,, RW, M,
    attribute, primary_dns,,4,, int, %x,,,,, RW, M,
    attribute, secondary_dns,,4,, int, %x,,,,, RW, M,
    attribute, current_address,,4,, int, %x,,,,, R, O,
    attribute, current_mask,,4,, int, %x,,,,, R, O,
    attribute, current_gateway,,4,, int, %x,,,,, R, O,
    attribute, current_primary_dns,,4,, int, %x,,,,, R, O,
    attribute, current_secondary_dns,,4,, int, %x,,,,, R, O,
    attribute, domain_name,,25,, bytes,,,,,, R, M,
    attribute, host_name,,25,, bytes,,,,,, R, M,
    attribute, relay_agent_options,,2,, bytes,,,,,, RW, O,
me, voip_line_status,141,,,,,,VoIP Line Status (9.9.11),,,,, G
    attribute,codec,,2,, enum, ,,VoIP codec used,,, R, M,
        value, pcmu,,,0,,,,,,,,,
        value, gsm,,,3,,,,,,,,,
        value, g723,,,4,,,,,,,,,
        value, dvi4_8khz,,,5,,,,,,,,,
        value, dvi4_16khz,,,6,,,,,,,,,
        value, lpc,,,7,,,,,,,,,
        value, pcma,,,8,,,,,,,,,
        value, g722,,,9,,,,,,,,,
        value, l16_2ch,,,10,,,,,,,,,
        value, l16_1ch,,,11,,,,,,,,,
        value, qcelp,,,12,,,,,,,,,
        value, cn,,,13,,,,,,,,,
        value, mpa,,,14,,,,,,,,,
        value, g728,,,15,,,,,,,,,
        value, dvi4_11khz,,,16,,,,,,,,,
        value, dvi4_22khz,,,17,,,,,,,,,
        value, g729,,,18,,,,,,,,,
    attribute,voice_server_status,,1,, enum, ,,VoIP server status,,, R, M,
        value, none,,,0,,,,,,,,,
        value, registered,,,1,,,,,,,,,
        value, in_session,,,2,,,,,,,,,
        value, failed_registration_icmp_error,,,3,,,,,,,,,
        value, failed_registration_failed_tcp,,,4,,,,,,,,,
        value, failed_registration_failed_authentication,,,5,,,,,,,,,
        value, failed_registration_timeout,,,6,,,,,,,,,
        value, failed_registration_server_fail_code,,,7,,,,,,,,,
        value, failed_invite_icmp_error,,,8,,,,,,,,,
        value, failed_invite_failed_tcp,,,9,,,,,,,,,
        value, failed_invite_failed_authentication,,,10,,,,,,,,,
        value, failed_invite_timeout,,,11,,,,,,,,,
        value, failed_invite_server_fail_code,,,12,,,,,,,,,
        value, port_not_configured,,,13,,,,,,,,,
        value, config_done,,,14,,,,,,,,,
        value, disabled_by_switch,,,15,,,,,,,,,
    attribute,port_session_type,,1,, enum, ,,Port Session Type,,, R, M,
        value, idle,,,0,,,,,,,,,
        value, 2way,,,1,,,,,,,,,
        value, 3way,,,2,,,,,,,,,
        value, fax_modem,,,3,,,,,,,,,
        value, telemetry,,,4,,,,,,,,,
        value, conference,,,5,,,,,,,,,
    attribute, call1_packet_period,,2,, int, %u,,,,, R, M,
    attribute, call2_packet_period,,2,, int, %u,,,,, R, M,
    attribute, call1_dest_address,,25,, bytes,,,,,, R, M,
    attribute, call2_dest_address,,25,, bytes,,,,,, R, M,
    attribute,line_state,,1,, enum, ,,Port Session Type,,, R, O,
        value, idle_on_hook,,,0,,,,,,,,,
        value, off_hook_dial_tone,,,1,,,,,,,,,
        value, dialing,,,2,,,,,,,,,
        value, ringing,,,3,,,,,,,,,
        value, audible_ringback,,,4,,,,,,,,,
        value, connecting,,,5,,,,,,,,,
        value, connected,,,6,,,,,,,,,
        value, disconnecting,,,7,,,,,,,,,
        value, roh_no_tone,,,8,,,,,,,,,
        value, roh_with_tone,,,9,,,,,,,,,
        value, unknown,,,10,,,,,,,,,
    attribute, emergency_call_status,,1,, enum,,,,,, R, O,
        value, not_in_progress,,,0,,,,,,,,,
        value, in_progress,,,1,,,,,,,,,
me, voip_media_profile,142,,,,,,VoIP Line Status (9.9.11),,,,, CDSG
    attribute,fax_mode,,1,, enum, ,,,,, RWS, M,
        value, passthrough,,,0,,,,,,,,,
        value, t38,,,1,,,,,,,,,
    attribute,voice_service_prof_ptr,,2,, int, %u,,,,, RWS, M,
    attribute,codec_selection1,,1,, enum, ,,,,, RWS, M,
        value, pcmu,,,0,,,,,,,,,
        value, gsm,,,3,,,,,,,,,
        value, g723,,,4,,,,,,,,,
        value, dvi4_8khz,,,5,,,,,,,,,
        value, dvi4_16khz,,,6,,,,,,,,,
        value, lpc,,,7,,,,,,,,,
        value, pcma,,,8,,,,,,,,,
        value, g722,,,9,,,,,,,,,
        value, l16_2ch,,,10,,,,,,,,,
        value, l16_1ch,,,11,,,,,,,,,
        value, qcelp,,,12,,,,,,,,,
        value, cn,,,13,,,,,,,,,
        value, mpa,,,14,,,,,,,,,
        value, g728,,,15,,,,,,,,,
        value, dvi4_11khz,,,16,,,,,,,,,
        value, dvi4_22khz,,,17,,,,,,,,,
        value, g729,,,18,,,,,,,,,
    attribute,packet_period1,,1,, int, %u,,,,, RWS, M,
    attribute,silence_supression1,,1,, int, %u,,,,, RWS, M,
    attribute,codec_selection2,,1,, int, %u,,,,, RWS, M,
    attribute,packet_period2,,1,, int, %u,,,,, RWS, M,
    attribute,silence_supression2,,1,, int, %u,,,,, RWS, M,
    attribute,codec_selection3,,1,, int, %u,,,,, RWS, M,
    attribute,packet_period3,,1,, int, %u,,,,, RWS, M,
    attribute,silence_supression3,,1,, int, %u,,,,, RWS, M,
    attribute,codec_selection4,,1,, int, %u,,,,, RWS, M,
    attribute,packet_period4,,1,, int, %u,,,,, RWS, M,
    attribute,silence_supression4,,1,, int, %u,,,,, RWS, M,
    attribute,oob_dtmf,,1,, int, %u,,,,, RWS, M,
    attribute,rtp_profile_ptr,,2,, int, %u,,,,, RWS, M,
me, sip_user_data,153,,,,,,SIP User Data (9.9.2),,,,, CDSG
    attribute,sip_agent_ptr,,2,, int, %u,,,,, RWS, M,
    attribute,user_part_aor,,2,, int, %u,,,,, RWS, M,
    attribute,sip_display_name,,25,, bytes,,,,,, RW, M,
    attribute,username_password,,2,, int, %u,,,,, RWS, M,
    attribute,voicemail_server_uri,,2,, int, %u,,,,, RWS, M,
    attribute,voicemail_subscription_exp_time,,4,, int, %u,,,,, RWS, M,
    attribute,network_dial_plan_ptr,,2,, int, %u,,,,, RWS, M,
    attribute,app_service_prof_ptr,,2,, int, %u,,,,, RWS, M,
    attribute,feature_code_ptr,,2,, int, %u,,,,, RWS, M,
    attribute,pptp_ptr,,2,, int, %u,,,,, RWS, M,
    attribute,release_timer,,1,, int, %u,,,,, RWS, M,
    attribute,roh_timer,,1,, int, %u,,,,, RWS, M,
me, sip_agent_config_data,150,,,,,,SIP Agent Config Data (9.9.3),,,,, CDSG
    attribute,proxy_server_addr_ptr,,2,, int, %u,,,,, RWS, M,
    attribute,outbound_proxy_addr_ptr,,2,, int, %u,,,,, RWS, M,
    attribute,primary_sip_dns,,4,, int, %x,,,,, RWS, M,
    attribute,secondary_sip_dns,,4,, int, %x,,,,, RWS, M,
    attribute,tcp_udp_ptr,,2,, int, %u,,,,, RW, M,
    attribute,sip_reg_exp_time,,4,, int, %u,,,,, RW, M,
    attribute,sip_rereg_head_start_time,,4,, int, %u,,,,, RW, M,
    attribute,host_part_uri,,2,, int, %u,,,,, RWS, M,
    attribute,sip_status,,1,, enum, ,,,,, R, M,
        value, ok,,,0,,,,,,,,,
        value, connected,,,1,,,,,,,,,
        value, failed_icmp_error,,,2,,,,,,,,,
        value, failed_malformed_response,,,3,,,,,,,,,
        value, failed_inadequate_info_response,,,4,,,,,,,,,
        value, failed_timeout,,,5,,,,,,,,,
        value, redundant_offline,,,6,,,,,,,,,
    attribute,sip_registrar,,2,, int, %u,,,,, RWS, M,
    attribute,softswitch,,4,, int, %u,,,,, RWS, M,
    attribute,sip_response_table,,5,, struct,,,,,, RW, O,
        field, response_code,,2,, int, %u,,,,,,,
        field, tone,,1,, int, %u,,,,,,,
        field, text_message,,2,, int, %u,,,,,,,
    attribute,sip_transmit_control,,1,, enum,,,,,, RWS, O,
        value, enabled,,,1,,,,,,,,,
        value, disabled,,,0,,,,,,,,,
    attribute,sip_uri_format,,1,, enum,,,,,, RWS, O,
        value, tel_uri,,,0,,,,,,,,,
        value, sip_uri,,,1,,,,,,,,,
    attribute,redundant_sip_agent_ptr,,2,, int, %u,,,,, RW, O,
me, network_address,137,,,,,,Network Address (9.12.3),,,,, CDSG
    attribute,security_ptr,,2,, int, %u,,,,, RWS, M,
    attribute,address_ptr,,2,, int, %u,,,,, RWS, M,
me, large_string,157,,,,,,Large String (9.12.5),,,,, CDSG
    attribute,number_of_parts,,1,, int, %u,,,,, RW, M,
    attribute,part1,,25,, bytes,,,,,, RW, M,
    attribute,part2,,25,, bytes,,,,,, RW, M,
    attribute,part3,,25,, bytes,,,,,, RW, M,
    attribute,part4,,25,, bytes,,,,,, RW, M,
    attribute,part5,,25,, bytes,,,,,, RW, M,
    attribute,part6,,25,, bytes,,,,,, RW, M,
    attribute,part7,,25,, bytes,,,,,, RW, M,
    attribute,part8,,25,, bytes,,,,,, RW, M,
    attribute,part9,,25,, bytes,,,,,, RW, M,
    attribute,part10,,25,, bytes,,,,,, RW, M,
    attribute,part11,,25,, bytes,,,,,, RW, M,
    attribute,part12,,25,, bytes,,,,,, RW, M,
    attribute,part13,,25,, bytes,,,,,, RW, M,
    attribute,part14,,25,, bytes,,,,,, RW, M,
    attribute,part15,,25,, bytes,,,,,, RW, M,
me, authentication_security_method,148,,,,,,Authentication Security Method (9.12.4),,,,, CDSG
    attribute,validation_scheme,,1,, enum,,,,,, RW, M,
        value, disabled,,,0,,,,,,,,,
        value, md5,,,1,,,,,,,,,
        value, basic,,,3,,,,,,,,,
    attribute,username1,,25,, bytes,,,,,, RW, M,
    attribute,password,,25,, bytes,,,,,, RW, M,
    attribute,realm,,25,, bytes,,,,,, RW, M,
    attribute,username2,,25,, bytes,,,,,, RW, O,
me, voice_service_profile,58,,,,,,Voice Service Profile (9.9.6),,,,, CDSG
    attribute,announcement_type,,1,, enum,,,,,, RWS, M,
        value, silence,,,1,,,,,,,,,
        value, reorder_tone,,,2,,,,,,,,,
        value, fast_busy,,,3,,,,,,,,,
        value, voice_announcement,,,4,,,,,,,,,
        value, unspecified,,,255,,,,,,,,,
    attribute,jitter_target,,2,, int, %u,,,,, RWS, O,
    attribute,jitter_buffer_max,,2,, int, %u,,,,, RWS, O,
    attribute,echo_cancel,,1,, enum,,,,,, RWS, M,
        value, enabled,,,1,,,,,,,,,
        value, disabled,,,0,,,,,,,,,
    attribute,pstn_protocol_variant,,2,, int, %u,,,,, RWS, O,
    attribute,dtmf_digit_levels,,2,, int, %u,,,,, RWS, O,
    attribute,dtmf_digit_duration,,2,, int, %u,,,,, RWS, O,
    attribute,hook_flash_min_time,,2,, int, %u,,,,, RWS, O,
    attribute,hook_flash_max_time,,2,, int, %u,,,,, RWS, O,
    attribute,tone_pattern_table,,20,, struct,,,,,, RW, O,
        field, index,,1,, int, %u,,,,,,,
        field, tone_on,,1,, int, %u,,,,,,,
        field, frequency1,,2,, int, %u,,,,,,,
        field, power1,,1,, int, %u,,,,,,,
        field, frequency2,,2,, int, %u,,,,,,,
        field, power2,,1,, int, %u,,,,,,,
        field, frequency3,,2,, int, %u,,,,,,,
        field, power3,,1,, int, %u,,,,,,,
        field, frequency4,,2,, int, %u,,,,,,,
        field, power4,,1,, int, %u,,,,,,,
        field, modulation_frequency,,2,, int, %u,,,,,,,
        field, modulation_power,,1,, int, %u,,,,,,,
        field, duration,,2,, int, %u,,,,,,,
        field, next_entry,,1,, int, %u,,,,,,,
    attribute,tone_event_table,,7,, struct,,,,,, RW, O,
        field, event,,1,, int, %u,,,,,,,
        field, tone_pattern,,1,, int, %u,,,,,,,
        field, tone_file,,2,, int, %u,,,,,,,
        field, tone_file_repetitions,,1,, int, %u,,,,,,,
        field, reserved,,2,, int, %u,hidden,,,,,,
    attribute,ringing_pattern_table,,5,, struct,,,,,, RW, O,
        field, index,,1,, int, %u,,,,,,,
        field, ringing_on,,1,, int, %u,,,,,,,
        field, duration,,2,, int, %u,,,,,,,
        field, next_entry,,1,, int, %u,,,,,,,
    attribute,ringing_event_table,,7,, struct,,,,,, RW, O,
        field, event,,1,, int, %u,,,,,,,
        field, ringing_pattern,,1,, int, %u,,,,,,,
        field, ringing_file,,2,, int, %u,,,,,,,
        field, ringing_file_repetitions,,1,, int, %u,,,,,,,
        field, ringing_text,,2,, int, %u,,,,,,,
    attribute,network_specific_ext_ptr,,2,, int, %u,,,,, RWS, O,
me, voip_config_data,138,,,,,,VoIP config data (9.9.18),,,,,SG
    attribute,available_signalling_protocols,,1,, enum,,,,,, R, M,
        value, sip,,,1,,,,,,,,,
        value, h248,,,2,,,,,,,,,
        value, mgcp,,,3,,,,,,,,,
    attribute,signalling_protocol_used,,1,, enum,,,,,, RW, M,
        value, sip,,,1,,,,,,,,,
        value, h248,,,2,,,,,,,,,
        value, mgcp,,,3,,,,,,,,,
        value, non_omci,,,255,,,,,,,,,
    attribute,available_voip_config_methods,,4,, enum,,,,,, R, M,
        value, omci,,,1,,,,,,,,,
        value, config_file,,,2,,,,,,,,,
        value, tr069,,,3,,,,,,,,,
        value, sip,,,4,,,,,,,,,
    attribute,voip_config_method_used,,1,, enum,,,,,, RW, M,
        value, omci,,,1,,,,,,,,,
        value, config_file,,,2,,,,,,,,,
        value, tr069,,,3,,,,,,,,,
        value, sip,,,4,,,,,,,,,
    attribute,voice_config_ptr,,2,, int, %u,,,,, RW, M,
    attribute,voip_config_state,,1,, enum,,,,,, R, M,
        value, inactive,,,0,,,,,,,,,
        value, active,,,1,,,,,,,,,
        value, initializing,,,2,,,,,,,,,
        value, fault,,,3,,,,,,,,,
    attribute,retrieve_profile,,1,, int, %u,,,,, W, M,
    attribute,profile_version,,25,, bytes,,,,,, R, M,
me, voip_voice_ctp,139,,,,,,VoIP voice CTP (9.9.4),,,,, CDSG
    attribute,user_protocol_ptr,,2,, int, %u,,,,, RWS, M,
    attribute,pptp_ptr,,2,, int, %u,,,,, RWS, M,
    attribute,voice_media_profile_ptr,,2,, int, %u,,,,, RWS, M,
    attribute,signalling_code,,1,, enum,,,,,, RWS, M,
        value, loop_start,,,1,,,,,,,,,
        value, ground_start,,,2,,,,,,,,,
        value, loop_reverse_battery,,,3,,,,,,,,,
        value, coin_first,,,4,,,,,,,,,
        value, dial_tone_first,,,5,,,,,,,,,
        value, multi_party,,,6,,,,,,,,,
me, tcp_udp_config_data,136,,,,,,TCP/UDP config data (9.4.3),,,,, CDSG
    attribute,port_id,,2,, int, %u,,,,, RWS, M,
    attribute,protocol,,1,, int, %u,,,,, RWS, M,
    attribute,tos,,1,, int, %u,,,,, RWS, M,
    attribute,ip_host_ptr,,2,, int, %u,,,,, RWS, M,
me, network_dial_plan_table,145,,,,,,Network dial plan table (9.9.10),,,,, CDSGN
    attribute,dial_plan_number,,2,, int, %u,,,,, R, M,
    attribute,dial_plan_table_max_size,,2,, int, %u,,,,, RS, M,
    attribute,critical_dial_timeout,,2,, int, %u,,,,, RWS, M,
    attribute,partial_dial_timeout,,2,, int, %u,,,,, RWS, M,
    attribute,dial_plan_format,,1,, enum,,,,,, RWS, M,
        value, undefined,,,0,,,,,,,,,
        value, h248,,,1,,,,,,,,,
        value, mgcp,,,2,,,,,,,,,
        value, vendor,,,3,,,,,,,,,
    attribute,dial_plan_table,,30,, struct,,,Dial plan table,,, RW, M,
        field, dial_plan_id,,1,, int, %u,,,,,,,
        field, action,,1,, int, %u,,,,,,,
        field, dial_plan_token,,28,, bytes,,,,,,,,
me, rtp_profile_data,143,,,,,,RTP profile data (9.9.7),,,,, CDSG
    attribute,local_port_min,,2,, int, %u,,,,, RWS, M,
    attribute,local_port_max,,2,, int, %u,,,,, RWS, O,
    attribute,dscp_mark,,1,, int, %u,,,,, RWS, M,
    attribute,piggyback_events,,1,, int, %u,,,,, RWS, M,
